place_id,name,rating,type,htm,latitude,longitude,description
97,Pantai Ngrumput,4.6,Pantai,10000,-81.403.829,1.105.831.238,pantai ngrumput memang kalah pamor dengan parangtritis namun urusan eksotisme pantai yang terletak di gunung kidul itu tak bisa disepelekan begitu saja karena belum begitu dikenal oleh masyarakat pantai ini seolah belum terjamah sehingga keindahan alamnya masih alami dan juga bersih karena terhindar dari sampah selain itu wisatawan yang datang kemari bisa merasakan memiliki pantai pribadi karena masih sepi pengunjung eksotisme pertama dari pantai ngrumput di mata para wisatawan adalah tepi pantainya seperti halnya pantai gunung kidul lainnya yang terkenal dengan pasir putihnya demikian juga dengan pantai ini istimewanya banyak wisatawan tak ingin beranjak dari pasir tersebut hingga memilih untuk bermalam biasanya kegiatan camping itu selalu identik dengan mendaki gunung kali ini tanpa perlu mendaki wisatawan dapat merasakan sensasi bermalam di bawah sinar rembulan kegiatan ini yang membuat pantai ngrumput ini makin popular di mata wisatawan
98,Pantai Ngedan,4.4,Pantai,5000,-81.163.418,1.104.963.362,pantai ngeden atau ngedan yang terletak di desa krambil sawit tersembunyi di balik bukit karang pantai cantik ini memberikan kesan eksklusif bagi pengunjungnya terletak agak terpencil pantai ngeden menyimpan keindahan alam yang masih terjaga berkunjung kemari memang tidak terlalu mudah karena akses jalannya yang belum maksimal akan tetapi hijaunya perbukitan serta birunya laut akan memanjakan wisatawan begitu tiba di lokasi
99,Pantai Slili,4.5,Pantai,10000,-81.449.664,1.106.028.766,pantai slili merupakan pantai kecil bagian selatan kecamatan tepus kabupaten gunungkidul lokasinya tepat berada di antara pantai krakal dan pantai sadranan ketiganya hanya dipisahkan oleh bukit karang yang bisa dijelajahi salah satu yang populer dari pantai slili adalah posisinya slili diapit oleh dua bukit yang berbatasan langsung dengan pantai yang jauh lebih luas kedua bukit ini membuat area pantai menyerupai teluk berukuran mini pantai slili dikenal memiliki spot spot cantik untuk snorkeling begitu juga dengan pantai slili yang menjadi ‘tetangga’ nya lantai karangnya merupakan habitat yang baik untuk biota laut ada penyewaan alat snorkeling serta jasa instruktur snorkeling yang bisa dicoba jika berkunjung kemari
100,Camera House Borobudur,4.1,Museum,15000,-76.244.995,1.102.027.713,camera house borobudur ini rumah yang dibentuk menyerupai kamera dslr berukuran raksasa rumah kamera ini adalah museum yang menampilkan hasil lukisan pak tanggol dan terdapat studio foto yang unik serta menarik kamu dapat melihat lukisan lukisan yang indah yang terdapat di camera house borobudur ini
101,Candi Kalasan,4.5,Budaya Dan Sejarah,5000,-7.767.284,1.104.723.505,candi kalasan adalah candi yang dipersembahkan untuk dewi tara yang dinding luarnya dilapisi semen kuno candi budha tertua di yogyakarta ini dibangun oleh rakai panangkaran raja dari dinasti syailendra yang juga mengkonsep pendirian borobudur
102,Watu Goyang,4.4,Alam,7000,-79.274.086,1.104.120.586,lantaran lokasi wisata berada di dataran tinggi tak terhalang apa pun membuat wisatawan mudah menikmati keindahan kota jogja dari atas bukit pula terlihat makam makam para raja loh pemandangan alam hijau serta kegagahan gunung merapi terlihat mempesona lanskap seperti itulah sangat cocok mengobati rasa penat maupun bosan setelah sobat dibuat sibuk oleh rutinitas sehari hari
103,Pintoe Langit Dahromo,4.4,Buatan,5000,-7.913.608,110.437.783,pintu langit dahromo ini menyediakan berbagai spot selfie yang hitz dan instagramable dengan latar belakang panorama keindahan sebagian kota jogja yang istimewa adapun berbagai spot foto tersebut seperti spot foto rumah dengan bunga bunga disekitarnya pintu langit gardu pandang yang berbentuk love dan ada juga sayap capung
104,Wana Tirta Mangrove Forests,4.1,Agrowisata,3000,-78.933.459,1.100.198.257,wana tirta mangrove merupakan salah satu tujuan baru terfavorit wisatawan di yogyakarta atau lebih tepatnya di pasirmendit kulon progo awalnya tempat wisata ini dibangun untuk melestarikan alam namun kemudian banyak pengunjung yang menikmati hutan mangrove ini sebagai wisatawan untuk spot foto ada jembatan siapi api atau jembatan bambu ayunan gazebo dan spot lainnya yang di hiasi dengan ornamen bunga selain menikmati pemandangan mangrove pengunjung dapat menikmati tur dengan perahu disekitar area mangrove dan bermain canoe seluruhnya tersedia dengan tambahan biaya dan dilengkapi dengan perlengkapan keamanan
105,Museum Sandi,4.7,Budaya Dan Sejarah,3000,-77.845.549,1.103.711.548,museum sandi adalah museum satu satunya yang menyimpan alat alat untuk mengirim pesan rahasia museum ini juga merekam segala jenis persandian di indonesia bahkan dunia jadi jika anda yang suka memecahkan sandi maka museum ini adalah tempat yang cocok untuk anda kunjungi setiba anda di loby museum sandi akan disambut hangat oleh pengelola museum sandi orang orangnya ramah baik dan legowo banget pada masa itu museum sandi ini adalah museum yang mengoleksi segala jenis benda dan alat untuk memecahkan sandi mulai dari telegraf buku kode sandi sampai mesin mesin sandi yang terbuat di indonesia maupun luar negeri
106,Bukit Teletubbies,4.1,Alam,2000,-78.181.275,110.511.764,wisata satu ini merupakan wisata yang lokasinya berada di pedesaan bukit satu ini tepatnya berada di desa sumberharjo prambanan kabupaten sleman meski berada di pedesaan bukit teletubbies jogja ini juga sama dengan wisata lain yang memiliki ciri khas dan keunikan tersendiri pemandangan yang ditawarkan kawasan perbukitan ini cukup enak dipandang plus kamu juga mendapatkan foto bagus dengan latar belakang perbukitan yang hijau bukit ini diberi nama teletubbies karena adanya gardu panjang yang lokasinya berada di atas gardu ini kebetulan lokasinya berada di di timur rumah domes rumah di dekat gardu ini bentuknya setengah bulat dan mirip rumah di serial teletubbies sehingga rumah itu disebut rumah teletubbies
107,Pantai Watulawang,4.6,Alam,5000,-81.535.837,1.106.177.335,seperti halnya pantai pantai lain di gunung kidul pantai ini banyak terdapat karang dan ombak yang besar namun yang menjadikannya unik terdapat karang yang cukup besar dan bisa digunakan untuk memandang ke arah lautan warga sekitar atau pengelola membuat jembatan yang terbuat dari bambu yang digunakan untuk menyeberang ke karang agar pengunjung dapat menuju ke atas karang dengan aman suasana pantai ini masih tergolong sepi dan banyak terdapat karang karang besar di bibir pantai bisa anda gunakan untuk foto foto dengan teman pacar atau keluarga pasir pantai termasuk luas dengan warna putih kecokelatan khas pasir pantai selatan jogja bersebalahan langsung dengan goa watulawang
108,Ngobaran Beach,4.6,Alam,5000,-81.184.844,1.105.028.785,nama pantai ngobaran yang unik ini tentu tak lepas dari cerita masalalu kisahnya berawal dari kerajaan majapahit dan kerajaan demak sekitar tahun lalu bangunan berupa gapura dan patung patung simbol agama hindu dan budha didirikan tujuannya untuk menghormati kedatangan keturunan raja brawijaya v di pantai tersebut tak hanya gapura prasasti dan beberapa arca saja tapi anda juga akan menemukan bangunan joglo dengan aliran kejawen
109,Candi Banyunibo,4.5,Budaya Dan Sejarah,5000,-77.779.014,1.104.940.734,candi banyunibo adalah candi buddha yang berada tidak jauh dari candi ratu boko yaitu di bagian sebelah timur dari kota yogyakarta ke arah kota wonosari candi ini terdiri atas satu candi induk yang menghadap ke barat dan enam candi perwara yang berbentuk stupa disusun berderet tiga candi perwara di sisi selatan dan tiga candi perwara di sisi timur candi induk lokasinya yang dikelilingi oleh persawahan menjadikan candi banyunibo sebagai salah satu alternatif tempat wisata yang wajib dikunjungi karena selain udara di sekitar candi yang masih alami pengunjung juga bisa mempelajari tentang kekayaan keyakinan manusia indonesia di masa lampau
110,Pantai Nglolang,4.3,Pantai,10000,-81.360.048,110.562.855,pantai ini sangat indah dengan pasir putih dan ombak yang bergulung gulung dan menghempas karang ini masih terbilang sepi dan mengunjungi pantai yang masih sepi ini pastinya obat yang sangat manjur untuk menghilangkan kejenuhan setelah sehari hari berkutat dengan kesibukan deburan ombak yang menggulung gulung dan menghempas karang dan pemandangan cakrawala jauh di depan menjadi obat penetral suasana hati yang ampuh apalagi pemandangan di sekitar pantai ini dipercantik dengan dua tebing yang mengapit pantai
111,Pantai Kuwaru,4.1,Pantai,10000,-7.989.177.883,1.102.265.599,pantai kuwaru terkenal dengan wisata yang terkesan santai dan murah
112,Puncak Suroloyo,4.4,Alam,5000,-7.646.343.961,1.101.810.727,selain cocok untuk menyaksikan keindahan matahari terbenam puncak suroloyo juga terletak di ujung hamparan pegunungan menoreh yang membatasi provinsi jawa tengah dan daerah istimewa yogyakarta tepatnya kabupaten kulon progo dengan magelang berada di puncak suroloyo seolah sedang berada di atap benteng raksasa yang berwarna hijau hal itu wajar karena pegunungan menoreh tampak memanjang bagai benteng yang membatasi kabupaten magelang dengan kulon progo
113,Ramadanu flower garden,4.2,Agrowisata,5000,-76.478.607,1.102.879.467,nama ramadanu tediri dari dua kata yakni rama dan danu rama digunakan karena taman ini dibuka pada bulan ramadan sementara danu dari nama dusun danurojo
114,Goa Jomblang,4.6,Alam,500000,-8.027.954.344,1.106.382.663,goa jomblang merupakan gua vertikal yang bertipe collapse doline gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa jawa dikenal dengan istilah luweng saat ini gua jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal sinar matahari yang menerobos masuk dari luweng grubug setinggi meter membentuk satu tiang cahaya menyinari flowstone yang indah serta kedalaman gua yang gelap gulita air yang menetes dari ketinggian turut mempercantik pemandangan tidak salah jika banyak orang terkagum kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah cahaya surga
115,Candi Abang,4.2,Budaya Dan Sejarah,5000,-78.103.728,110.468.686,candi abang memiliki bentuk seperti piramida dinamakan “candi abang” karena bangunan itu terbuat dari batu bata berwarna merah dari jauh candi ini tampak seperti gundukan tanah atau bukit kecil karena bagian luarnya banyak ditumbuhi rerumputan secara sekilas candi abang tampak hanya seperti gundukan tanah di atas bukit bukit ini bila musim hujan akan berwarna hijau sedangkan pada musim kemarau akan terlihat gersang bangunan candi ini akan terlihat berwarna merah jika kondisinya benar benar kemarau dan kering seperti bangunan candi pada umumnya candi abang dibangun di atas bukit selain itu keunikan lainnya adalah candi ini dibangun dengan batu bata merah hal ini berbeda dengan kebanyakan candi pada umumnya yang dibangun dengan batu andesit
116,Gunung Ireng Srumbung,4.5,Alam,3000,-78.827.926,1.104.896.548,di gunung ireng srumbung teman brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari hari dari sini kita juga disuguhkan pemandangan bak negeri di atas awan barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing mulai dari spot rumah kecil gazebo sampai gardu pandang membuat teman brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan
117,Pesona Pengklik Pantai Samas,4,Alam,10000,-8.003.873.302,1.102.703.756,pantai samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur pantai parangtritis lokasi pantai samas kurang lebih km arah selatan kota bantul atau sekitar km dari pusat kota yogyakarta tepatnya di desa srigading kecamatan sanden kabupaten bantul yogyakarta pantai samas terkenal dengan deburan ombaknya yang menggulung angin lautnya yang kencang dan sebagai tempat persinggahan penyu penyu langka seperti penyu sisik dan penyu hijau untuk bertelur selain itu kawasan pantai samas juga memiliki delta delta sungai dan danau air tawar yang membentuk telaga akan tetapi pantai samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai
118,Pantai Siung,4.6,Alam,10000,-81.818.233,1.106.832.394,pantai siung berlokasi di gunung kidul yogyakarta pantai ini spesial karena lanskapnya yang dikelilingi oleh tebing tebing tinggi karena keunikan itulah pemerintah jogja meresmikan pantai siung sebagai lokasi panjat tebing selama di pantai siung kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai selain menjadi ciri khas pantai siung keberadaan batu karang ternyata membawa makna bagi asal usul nama pantai ini sebagai rangkuman di pantai ini kalian dapat melakukan aktivitas panjat tebing hammocking berkemah dan jalan jalan di bukit pengilon
119,Goa Seplawan,4.5,Alam,8000,-7.772.978,1.101.102.509,goa yang berada di kawasan pegunungan menoreh ini merupakan goa basah alias terdapat aliran air di dalamnya goa tersebut tepatnya berada di desa donorejo kecamatan kaligesing kabupaten purworejo jawa tengah berbatasan langsung dengan kulonprogo di yogyakarta goa ini memiliki panjang meter dengan cabang cabang goa sekitar – meter dan berdiameter meter sehingga untuk masuk ke dalam goa pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas
120,Candi Sari,4.5,Budaya Dan Sejarah,2000,-77.615.576,1.104.742.751,candi sari juga disebut candi bendah adalah candi buddha yang berada tidak jauh dari candi sambi sari candi kalasan dan candi prambanan yaitu di bagian sebelah timur laut dari kota yogyakarta dan tidak begitu jauh dari bandara adisucipto candi ini dibangun pada sekitar abad ke dan ke pada saat zaman kerajaan mataram kuno dengan bentuk yang sangat indah pada bagian atas candi ini terdapat buah stupa seperti yang tampak pada stupa di candi borobudur dan tersusun dalam deretan sejajar bentuk bangunan candi serta ukiran relief yang ada pada dinding candi sangat mirip dengan relief di candi plaosan beberapa ruangan bertingkat dua berada persis di bawah masing masing stupa dan diperkirakan dipakai untuk tempat meditasi bagi para pendeta buddha biksu pada zaman dahulunya candi sari pada masa lampau merupakan suatu vihara buddha dan dipakai sebagai tempat belajar dan berguru bagi para biksu selain untuk wisata budaya dan sejarah pengunjung juga dapat bersepeda bersepeda di candi ini tidak akan memakan banyak waktu dikarenakan candi yang berukuran kecil selain di sekitar candi para pengunjung juga dapat bersepeda menyusuri candi candi lainnya yang lokasinya berdekatan para pengunjung dapat bercengkarama dengan penduduk sekitar candi untuk memperkaya cerita dan budaya dengan dalam dari candi sari ini sendiri
121,Desa Wisata Pentingsari,4.4,Desa Wisata,20000,-76.430.482,1.104.296.004,desa wisata pentingsari terletak di lereng gunung merapi sekitar kilometer dari pusat kota yogyakarta desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan dusun pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali kuning dan sebelah selatan terdapat lebah yang berupak goa ledok ponteng dan gondoran sebelah timur terdapat lembah yang curam yaitu kali pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan umbulharjo sampai ke pelataran gunung merapi dusun pentingsari terdiri dari dua dusun yaitu bonorejo dan pentingsari ada beberapa program wisata desa seperti live in kemah trekking atau outbound yang bisa dinikmati untuk kegiatan wisata budaya wisatawan bisa mengikuti kegiatan seperti belajar gamelan menari membatik membuat wayang rumput dan membuat janur
122,Desa Wisata Gamplong,4.4,Desa Wisata,5000,-78.055.232,1.102.374.676,berada di kabupaten sleman tepatnya kilometer dari titik nol yogyakarta tempat wisata yang sering dijuluki mini hollywood ini menawarkan berbagai desain bangunan unik sangat cocok bagi wisatawan yang menyukai fotografi
123,Museum Perjuangan,4.5,Budaya Dan Sejarah,1000,-78.164.905,1.103.718.611,museum perjuangan memiliki tempat utama yang berisi peninggalan budaya dan sejarah ruangan yang pertama di taat secara rapi di luar gedung disana menyajikan patung kepala pahlawan nasional relief yang menjelaskan dan bercerita bagaimana lahirnya boedi utomo masa penjajahan jepang dan partai sarekat islam selain itu juga membahas pd dua kongres pemuda kesatu masa pindahnya ibukota negara ke jogja peristiwa maret dan pertempuran puputan di bali
124,Geoforest Watu Payung Turunan,4.5,Alam,5000,-7.972.955.236,1.104.362.646,nama watu payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung kata watu dalam bahasa jawa berarti batu sedangkan kata payung yang bermakna payung keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan suasana yang teduh nuansa alam udara yang sejuk bernilai edukatif adalah daya tarik dari watu payung turunan
125,Pasar Kembang,4.2,Desa Wisata,0,-77.899.242,1.103.651.209,jalan pasar kembang merupakan gang kecil yang merupakan perkampungan penduduk banyak penduduk yang tinggal di kawasan ini mereka hidup dengan damai dan tak sedikit yang banyak meraup rezeki karena kedatangan wisatawan penginapan banyak berdiri di tengah suasana perkampungan dengan keramahan para penduduknya
126,Omah Petroek,4.6,Buatan,15000,-76.219.947,1.104.153.359,objek wisata omah petruk merupakan objek wisata yang cukup menarik karena mengusung tema seperti sebuah museum disebut sebagai omah petruk dikarenakan aka nada banyak patung menarik dan lucu di sebuah bangunan rumah yang di desain sedemikian rupa omah petruk ini menjadi tempat yang sangat menyenangkan untuk dikunjungi sendiri dengan keluarga atau berombongan
127,Pantai Jogan,4.3,Pantai,10000,-8.180.135,1.106.763.715,pantai jogan memiliki keunikan tersendiri yaitu adanya air terjun yang langsung jatuh dari atas tebing ke bibir laut jogan ketinggian air terjun ini sekitar dengan sumber air yang berasal dari perbukitan karst di sebelah utara
128,Taman Lampion (Taman Pelangi),4.3,Desa Wisata,20000,-77.503.631,1.103.698.154,taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa anda kunjungi bersama keluarga atau teman selain berjalan jalan menikmati gemerlap lampu anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini bermain bola air bugee jumping atv trampolin perahu dayung kereta mini dan lain lain asiknya lagi area wisata taman lampion juga sering diadakan live konser musik
129,Monumen Perjuangan TNI AU,4.5,Budaya Dan Sejarah,6000,-78.407.981,1.103.764.617,monumen ini merupakan simbol penghormatan atas perjuangan tentara nasional indonesia angkatan udara dalam mempertahankan kedaulatan negara terletak di kompleks lanud adisutjipto monumen ini menyuguhkan koleksi pesawat tempur bersejarah serta dokumentasi perjuangan tni au tempat ini cocok untuk wisata edukatif sekaligus menumbuhkan rasa nasionalisme
130,Jogja Exotarium,4.4,Buatan,20000,-7.728.816,110.358.356,di mini zoo jogja exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil hewan nocturnal kelinci pengunjung dapat pula melakukan aktivitas seperti memancing belajar berkuda atau memanah selain itu terdapat pula berbagai spot selfie playground anak atau outbound kehadiran mini zoo jogja exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang
131,Museum Kereta Karaton,4.7,Budaya Dan Sejarah,20000,-78.054.476,1.103.627.375,museum ini menampilkan koleksi kereta kencana milik keraton yogyakarta yang digunakan sejak era kesultanan pengunjung dapat melihat langsung kereta kereta antik yang sarat nilai sejarah dan budaya jawa museum ini sangat cocok bagi pecinta sejarah dan budaya sekaligus memperkaya wawasan tentang tradisi keraton
132,Watu Payung,4.4,Alam,0,-7.793.477,110.520.934,watu payung adalah destinasi alam yang menawarkan pemandangan menakjubkan dari perbukitan di gunungkidul tempat ini terkenal dengan sunrise nya yang memukau terutama saat cuaca cerah cocok untuk kamu yang mencari ketenangan berfoto dengan latar alam atau sekadar menikmati udara segar pegunungan
133,Goa Rancang Kencono,4.3,Alam,15000,-7.948.864.351,1.104.926.828,goa rancang kencono adalah gua purba yang dipercaya menjadi tempat pertapaan dan persembunyian para pejuang di dalam gua terdapat ruangan luas serta pohon besar yang tumbuh dari dasar gua menciptakan suasana mistis dan eksotis tempat ini menyuguhkan kombinasi antara wisata alam dan sejarah yang unik
134,Sumur Gumuling,4.5,Budaya Dan Sejarah,10000,-78.087.911,1.103.591.825,sumur gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu sumur gumuling merupakan masjid pada zaman pemerintahan sri sultan hamengkubuwana i dan ii
135,Kali Talang,4.5,Alam,10000,-75.802.065,1.104.606.903,kali talang berada di ketinggian sekitara meter di atas permukaan laut mdpl dari kali kalang puncak merapi seakan begitu dekat dengan panorama vegetasi di kawasan taman nasional gunung merapi objek wisata yang berada di perbatasan jawa tengah jateng dan diy itu menjadi salah satu spot terbaik untuk mengabadikan puncak merapi
136,Kawasan Ekowisata Gunung Api Purba Nglanggeran,4.5,Alam,30000,-7.841.986,1.105.415.759,kawasan ekosistem gunung purba nglanggeran atau yang biasa disebut gunung nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih meter dengan tinggi mencapai meter gunung nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada sekitar juta tahun yang lalu gunung tersebut merupakan gunung berapi aktif
137,Pantai Ngetun,4.5,Pantai,15000,-81.703.641,1.106.526.446,pantai ngetun adalah keindahan yang sempurna dari yogyakarta khususnya gunung kidul keindahan biota lautnya memang tidak bisa dihindarkan
138,Desa Wisata Tinalah (Dewi Tinalah - Wisata Jogja),4.3,Budaya Dan Sejarah,7500,-76.955.738,110.195.883,desa wisata yang berada di kulon progo ini menawarkan pengalaman menyatu dengan alam dan budaya lokal dewi tinalah menggabungkan edukasi konservasi dan aktivitas outdoor seperti camping tracking serta pembelajaran sejarah perjuangan
139,Selopamioro Adventure Park,4.5,Alam,30000,-7.945.376.682,1.104.266.714,kegiatan outbond di lokasi selopamioro adventure park sangat memanjakan para konsumen untuk menikmati alam fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di selopamioro adventure park
140,Goa Kebon,4.3,Alam,0,-78.870.828,1.101.866.704,goa alami yang tersembunyi di pedalaman gunungkidul menawarkan pemandangan stalaktit dan stalagmit alami yang masih asri cocok untuk penjelajah alam dan pecinta kegiatan caving yang menantang
141,EMBUNG JETIS SURUH,4.2,Wisata Air,0,-76.745.388,1.103.845.035,embung waduk kecil ini tidak hanya berfungsi sebagai irigasi tetapi juga menjadi spot wisata dengan pemandangan perbukitan yang indah sangat cocok untuk bersantai sore sambil menikmati matahari terbenam
142,Sabo Bronggang Argomulyo Cangkringan Sleman,4.5,Alam,5000,-76.639.874,1.104.646.727,sabo dam ini merupakan bangunan penahan lahar dingin gunung merapi kini juga difungsikan sebagai area edukasi mitigasi bencana dan spot foto berlatar gunung merapi yang megah
143,Bale Banjar Sangkring,4.6,Budaya Dan Sejarah,25000,-78.122.863,110.343.125,galeri seni kontemporer yang menjadi ruang ekspresi kreatif seniman yogyakarta selain pameran seni tempat ini juga menjadi ruang diskusi pertunjukan dan kegiatan budaya
144,Desa Wisata Nglinggo,4.4,Alam,5000,-7.647.668,110.141.878,terletak di perbukitan menoreh desa ini menyuguhkan kebun teh sunrise cantik dan budaya lokal yang kental wisatawan dapat mencoba glamping tracking dan belajar proses pembuatan teh
145,Gereja Sayidan,4.2,Budaya Dan Sejarah,0,-78.035.488,1.103.698.419,bangunan bergaya gotik yang ikonik di tepi sungai code sering dijadikan latar foto karena arsitekturnya yang unik meski bukan tempat ibadah aktif gereja ini menarik perhatian banyak wisatawan
146,Pinus pengger Yogyakarta,4.6,Alam,5000,-78.712.723,110.459.653,wisata hutan pinus yang terkenal dengan spot foto ikonik berbentuk tangan raksasa rumah pohon dan jembatan cinta cocok untuk foto instagram wisata malam dan menikmati udara sejuk pegunungan
147,D'Walik,4.5,Museum,50000,-78.163.681,1.103.866.164,museum ilusi optik yang menyuguhkan berbagai instalasi foto d dan ruang terbalik sangat cocok untuk wisata keluarga dan penggemar konten foto unik di media sosial
148,Wisata Watu Amben,4.5,Alam,5000,-78.498.077,1.104.770.954,terletak di kawasan bukit bintang watu amben adalah spot kuliner dan pemandangan city light yogyakarta dari ketinggian paling ramai saat malam dengan suasana romantis
149,Gua Cerme,4.4,Alam,10000,-79.794.413,1.103.803.114,gua cerme adalah gua alam bersejarah yang terletak di bantul yogyakarta gua ini memiliki panjang sekitar kilometer dan menyuguhkan petualangan bawah tanah lengkap dengan aliran sungai stalaktit dan stalagmit yang indah dahulu gua ini digunakan sebagai tempat pertemuan para tokoh walisongo untuk menyebarkan agama islam kini gua cerme menjadi destinasi favorit bagi pecinta alam dan wisata petualangan
150,Candi Barong,4.6,Budaya Dan Sejarah,10000,-77.756.537,1.104.973.011,candi hindu peninggalan abad ke ini terletak di perbukitan menyuguhkan pemandangan indah serta suasana tenang candi ini dikenal karena arsitekturnya yang unik dan letaknya yang tersembunyi
151,Nol Kilometer Jl.Malioboro,4.7,Budaya Dan Sejarah,0,-78.013.803,1.103.647.652,titik pusat kota yogyakarta yang menjadi tempat berkumpulnya wisatawan seniman jalanan dan berbagai kegiatan publik landmark penting yang sering dijadikan titik awal penjelajahan malioboro
152,Mojo Gumelem Hill,4.3,Alam,5000,-79.559.784,1.104.341.083,destinasi wisata alam yang belum terlalu ramai menawarkan panorama sunrise dan sunset dengan suasana damai tempat yang pas untuk healing dan menikmati pemandangan hijau
153,Pantai Midodaren,4.5,Pantai,15000,-81.255.992,110.521.558,pantai yang masih alami di kawasan gunungkidul cocok untuk yang ingin menikmati keindahan laut tanpa keramaian pasir putih dan batuan karang menambah pesona tempat ini
154,Pantai Seruni,4.5,Pantai,15000,-8.159.907,1.106.315.752,pantai tersembunyi yang masih jarang dijamah wisatawan keindahannya terletak pada hamparan pasir putih dan suasana yang tenang ideal untuk menyendiri atau piknik kecil
155,Candi Gebang,4.5,Budaya Dan Sejarah,5000,-77.514.654,1.104.162.887,candi kecil bergaya hindu yang terletak di area pemukiman warga meski mungil candi ini menyimpan nilai sejarah yang tinggi dan menjadi bukti keberadaan peradaban kuno di sleman
156,Kekayon Museum,4.2,Budaya Dan Sejarah,20000,-78.145.939,1.104.130.604,museum budaya yang menyimpan koleksi wayang batik dan benda benda seni khas jawa tempat ini juga sering menjadi lokasi edukasi budaya dan seni pertunjukan wayang
157,Museum Wayang Kekayon,4.2,Budaya Dan Sejarah,20000,-781.406.244,1.104.131.033,museum wayang kekayon ini didirikan oleh almarhum prof dr dr kph soejono prawirohadikusumo guru besar ugm sekaligus dokter ahli saraf jiwa dan diresmikan oleh kgpaa paku alam viii pada tahun museum ini mengoleksi berbagai jenis wayang yang ada di indonesia selain sebagai tujuan wisata seni budaya museum ini juga memiliki fungsi pendidikan wahana penelitian dan rekreasi wayang merupakan kekayaan luhur budaya bangsa indonesia yan museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan pameran pertemuan sarasehan dan lain lain g patut kita banggakan terbukti atas pengakuan unesco atas wayang sebagai warisan pusaka dunia
158,Waterbyur Taman Air,4.2,Wisata Air,20000,-78.814.715,1.103.394.116,waterbyur adalah taman air keluarga yang menawarkan berbagai wahana permainan air seperti kolam renang anak seluncuran dan ember tumpah tempat ini cocok untuk liburan keluarga dengan suasana yang aman nyaman dan menyenangkan
159,Batu Papal,4.2,Alam,0,-7.789.479,1.105.185.664,batu papal adalah kawasan wisata alam di perbukitan gunungkidul dengan hamparan batu kapur besar dan pemandangan menakjubkan spot ini populer untuk menikmati sunrise dan sunset serta sebagai tempat foto estetik di alam terbuka
160,Museum TNI AD Dharma Wiratama,4.7,Budaya Dan Sejarah,0,-77.823.778,1.103.754.172,museum ini menyajikan sejarah panjang tni angkatan darat melalui koleksi senjata kendaraan militer seragam dan dokumentasi perjuangan terletak di jantung kota yogyakarta museum ini menjadi sarana edukasi nasionalisme dan militer bagi pengunjung segala usia
161,Museum of Indonesian Education,4.6,Budaya Dan Sejarah,2500,-7.774.829,110.387.176,museum edukatif yang menampilkan perkembangan sistem pendidikan di indonesia dari masa ke masa cocok untuk pelajar dan keluarga yang ingin mengetahui sejarah pendidikan nasional secara visual dan interaktif
162,Tebing Gunung Gajah,4.5,Alam,5000,-7.776.247.027,1.101.061.368,letaknya di dataran tinggi dengan view pemandangan perbukitan dan menoreh yang hijau dan terdapat waduk sermo di tengahnya selain spot fotonya kemudian juga terdapat spot foto love lock sky bar dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu
